"Gender","Age","Induction","Content1","Calm1","Energetic1","Empowered1","Sad1","Frustrated1","Vigilant1","Bored1","Serene1","Unhappy1","SelfAssured1","Vulnerable1","Stressed1","Surprised1","InControl1","Active1","Depressed1","Unconcerned1","Nervous1","Enthusiastic1","Relaxed1","Anxious1","Overwhelmed1","Helpless1","AtEase1","Confident1","Angry1","Scared1","Satisfied1","Disheartened1","Upset1","Passive1","Panicked1","Asleep1","Happy1","Elated1","Joyful1","Insecure1","Tense1","Aggressive1","Content2","Calm2","Energetic2","Empowered2","Sad2","Frustrated2","Vigilant2","Bored2","Serene2","Unhappy2","SelfAssured2","Vulnerable2","Stressed2","Surprised2","InControl2","Active2","Depressed2","Unconcerned2","Nervous2","Enthusiastic2","Relaxed2","Anxious2","Overwhelmed2","Helpless2","AtEase2","Confident2","Angry2","Scared2","Satisfied2","Disheartened2","Upset2","Passive2","Panicked2","Asleep2","Happy2","Elated2","Joyful2","Insecure2","Tense2","Aggressive2"
"F","19","Happy","60",55,30,40,5,10,60,10,20,10,20,4,30,10,50,30,10,15,25,25,10,25,5,29,11,15,5,15,15,5,10,5,5,10,45,10,45,15,15,5,65,60,25,30,10,5,10,5,35,10,30,10,10,15,30,25,5,5,10,40,55,10,10,5,35,25,5,5,30,5,10,10,5,10,45,20,40,10,10,3
"F","21","Neutral","56",50,39,6,48,33,59,2,34,2,1,3,85,24,12,8,12,3,75,59,32,72,75,39,32,5,45,27,37,4,14,2,32,5,61,16,61,3,66,2,65,68,25,2,7,3,7,1,16,2,1,1,5,11,3,17,0,3,5,43,54,3,4,3,56,4,0,3,54,3,2,2,3,2,46,3,43,2,3,2
"F","21","Sad","28",19,5,31,0,0,18,60,18,0,27,18,26,0,59,0,0,61,22,16,21,26,0,4,9,56,46,0,19,10,33,24,0,84,22,52,21,10,78,0,14,4,0,24,14,5,16,56,24,0,41,0,15,0,40,0,16,51,17,0,1,22,0,0,5,5,15,0,20,7,5,0,20,40,5,0,5,0,61,8
"F","19","Angry","73",78,82,9,22,2,53,7,51,3,31,31,23,17,45,35,6,4,22,57,50,9,4,9,67,29,0,3,55,4,1,9,1,12,61,12,65,4,3,2,68,71,38,5,20,15,36,5,24,9,13,36,27,6,5,32,6,52,2,16,35,6,2,11,33,24,8,11,28,5,13,20,2,10,43,2,54,3,9,2
"F","20","Happy","58",10,19,4,20,95,28,54,2,18,10,27,94,56,1,22,26,11,47,21,18,46,97,72,7,23,4,59,14,90,56,78,67,4,64,18,47,89,76,44,64,52,52,47,15,60,29,41,45,4,47,2,57,10,4,10,27,53,66,68,24,50,89,74,39,12,2,9,16,96,88,85,47,9,73,5,60,98,59,2
"F","19","Neutral","66",63,55,27,16,10,20,10,37,10,53,23,36,23,49,37,9,7,25,62,47,26,12,15,57,48,10,16,59,9,9,20,20,20,57,31,68,31,17,7,68,73,58,28,9,11,31,20,48,10,48,15,14,70,59,61,6,12,15,38,74,12,12,20,63,62,12,11,68,11,18,25,8,18,62,25,65,13,15,9
"F","19","Sad","75",23,50,23,20,11,76,11,25,11,25,48,76,11,18,35,17,11,76,35,16,60,17,15,16,15,9,26,63,7,8,7,41,19,63,10,56,31,61,4,49,13,12,13,40,13,7,28,7,21,17,14,24,31,21,16,29,4,10,13,19,13,19,20,10,14,11,14,15,17,11,6,11,15,44,6,43,6,11,6
"F","22","Angry","89",85,66,61,0,0,15,14,96,0,96,23,4,3,52,60,0,0,0,59,92,0,10,0,78,76,0,0,67,4,0,0,0,10,84,43,84,0,0,0,63,73,56,50,3,30,16,23,47,0,49,35,13,24,35,35,0,56,0,46,51,0,4,12,44,52,16,0,17,45,20,52,0,42,47,0,47,0,30,0
"F","19","Happy","74",84,58,35,4,7,31,8,42,2,24,8,30,24,48,59,8,5,18,82,59,16,22,13,50,44,1,11,79,17,2,21,8,25,78,15,80,19,20,1,84,77,71,31,3,4,15,2,33,0,26,8,18,29,27,56,2,3,12,75,75,15,10,12,76,28,0,2,5,4,0,7,3,4,70,0,66,8,7,0
"F","21","Neutral","41",92,60,49,25,7,60,67,80,12,70,9,25,1,70,68,28,50,9,50,72,38,8,9,74,71,2,2,46,25,2,25,1,15,54,3,44,35,41,2,61,93,58,38,7,3,51,9,75,7,35,4,7,1,76,54,9,43,1,9,76,23,5,8,72,68,1,1,11,32,1,66,1,60,65,3,48,45,4,1
"F","21","Sad","70",10,55,17,5,40,10,0,5,0,15,15,0,0,17,25,0,0,5,24,42,14,18,0,40,23,10,0,25,5,12,0,0,0,35,0,35,0,0,5,20,0,0,10,25,20,15,5,0,5,10,15,31,15,5,0,5,0,10,0,0,32,15,30,0,0,10,10,0,10,25,0,0,0,0,0,0,10,0,0
"F","20","Angry","59",90,37,52,12,4,81,9,65,7,65,2,83,11,88,83,7,8,18,69,57,26,4,7,90,52,0,3,41,20,7,4,2,2,79,7,79,2,26,0,23,12,91,20,75,91,94,3,8,86,12,98,95,93,15,88,81,3,79,2,8,96,94,76,9,4,95,32,2,66,98,2,78,1,2,37,3,94,99,68
"F","20","Happy","77",87,62,51,12,7,14,4,86,9,83,6,25,15,83,91,4,7,16,85,88,45,4,4,88,85,4,10,90,5,15,5,7,10,87,20,82,3,6,2,85,91,79,76,4,6,4,2,83,6,84,3,6,27,87,79,2,2,3,86,78,8,1,2,83,87,2,3,90,4,2,2,2,16,93,31,93,4,3,1
"F","19","Sad","70",10,55,27,3,48,1,2,41,2,52,7,52,1,78,51,2,1,9,60,50,36,19,43,31,72,14,1,29,2,24,1,1,1,88,49,61,12,3,2,6,61,4,4,47,2,35,1,1,4,1,54,1,1,1,1,19,6,1,1,4,4,1,36,11,14,1,4,1,4,1,30,1,6,6,1,1,22,2,1
"F","20","Angry","80",74,10,5,4,3,48,2,83,6,81,2,3,1,84,16,12,93,1,13,93,2,1,35,83,90,3,3,70,24,8,89,1,100,16,1,15,1,2,0,73,66,16,6,26,1,1,10,83,10,87,88,1,3,93,3,3,84,1,8,94,1,1,93,92,79,15,1,43,79,20,77,1,99,11,2,9,2,1,0
"M","20","Happy","49",67,85,49,60,68,50,23,12,26,46,24,77,26,14,48,45,23,65,64,34,67,71,55,28,23,20,66,48,66,18,20,62,25,64,34,57,76,14,4,68,70,62,22,43,20,24,16,11,6,22,24,66,35,51,74,15,61,52,64,51,70,72,40,24,25,12,62,28,67,64,8,71,14,73,48,76,30,56,5
"M","19","Neutral","66",11,55,18,11,13,4,0,64,0,49,9,29,0,48,42,5,0,37,45,18,0,0,0,49,52,0,0,36,0,0,0,0,10,68,0,67,0,17,0,63,23,57,21,0,4,26,0,25,0,44,0,0,0,43,52,0,0,5,53,25,0,0,0,35,53,0,0,40,0,0,0,0,0,46,7,51,0,0,0
"F","18","Sad","49",47,48,10,18,7,6,10,31,5,31,8,63,7,24,23,5,14,15,33,43,42,53,21,30,36,4,6,29,8,0,10,0,6,0,12,0,7,0,7,8,39,8,8,49,9,8,22,56,20,12,10,35,23,12,12,17,50,18,13,34,19,12,29,41,14,6,22,7,8,16,9,12,10,16,12,16,10,23,11
"F","19","Angry","12",8,22,4,38,5,48,9,7,13,1,29,80,9,51,19,34,11,72,38,12,95,61,19,22,22,7,39,8,27,6,17,24,12,23,21,22,41,29,18,10,6,23,11,15,30,32,5,10,5,6,21,46,39,4,10,19,10,28,1,9,61,33,41,7,8,29,45,5,32,60,0,27,7,9,5,8,47,61,29
"F","19","Happy","33",56,43,11,25,9,54,6,17,6,6,47,55,70,30,62,22,36,65,68,17,15,30,2,24,8,4,6,29,10,10,28,2,85,28,5,13,75,2,2,42,36,9,12,12,12,16,8,62,15,9,20,13,9,17,50,19,10,17,59,46,24,7,10,52,30,5,10,6,8,8,9,9,8,63,31,48,38,9,6
"M","22","Neutral","73",88,88,92,2,10,75,4,83,0,94,0,17,0,93,88,0,13,0,49,71,5,14,0,61,62,10,0,58,0,0,7,0,0,73,53,70,0,0,4,80,74,98,82,0,11,63,6,76,0,62,0,0,0,72,82,0,4,0,66,61,0,0,0,84,77,0,0,77,0,0,0,0,0,88,71,89,0,0,1
"F","19","Sad","55",75,25,10,5,5,0,0,65,0,60,0,55,0,85,15,5,10,15,5,5,78,5,0,5,15,0,0,0,0,0,0,0,25,30,0,0,0,20,0,0,0,0,0,80,15,0,0,0,6,0,0,38,55,0,10,15,0,0,0,0,90,0,36,0,0,25,30,0,0,45,0,5,0,0,0,0,5,10,0
"F","19","Angry","88",4,67,50,11,46,97,0,76,4,76,14,34,0,70,92,7,0,17,99,88,37,97,10,12,68,0,0,57,0,14,0,12,14,75,0,33,0,13,0,62,36,60,42,10,38,98,0,31,16,46,18,20,16,64,84,6,5,42,50,3,20,95,16,13,53,39,20,49,0,0,58,0,23,38,0,23,14,51,0
"F","24","Happy","57",57,21,50,11,10,35,46,54,7,72,37,26,65,67,35,9,52,26,38,44,60,5,10,32,75,5,25,35,20,8,40,5,90,25,15,60,10,69,5,80,85,45,80,5,25,35,10,75,5,80,20,30,60,45,50,10,15,20,75,75,40,5,10,70,55,5,5,60,30,15,25,10,50,45,45,60,15,20,10
"F","21","Neutral","43",74,21,25,58,64,72,42,17,63,17,52,97,1,14,2,55,0,74,26,7,80,54,10,5,3,0,43,19,56,6,4,55,58,20,4,10,9,59,0,43,66,18,20,50,9,54,0,27,37,7,23,47,9,44,52,59,6,49,52,35,74,35,3,20,44,0,10,40,35,5,5,20,15,45,43,44,5,46,0
"M","24","Sad","39",23,52,42,71,73,75,35,80,40,78,5,55,22,55,18,54,83,29,70,70,6,58,0,53,79,7,0,85,9,2,0,0,100,52,45,40,0,23,0,46,50,75,48,58,55,78,28,84,13,83,9,3,4,63,69,46,80,7,49,59,13,78,6,62,48,0,0,84,2,11,0,0,76,33,10,18,0,65,0
"F","19","Angry","80",50,65,10,10,0,25,0,24,0,50,10,70,0,45,60,0,0,50,15,5,80,5,20,3,30,0,5,70,0,0,5,0,0,75,25,75,25,10,0,70,55,70,25,5,10,20,0,10,0,35,5,50,0,15,30,0,5,28,40,10,50,1,15,8,51,11,2,20,0,9,6,16,0,57,18,57,21,35,3
"F","21","Happy","32",20,24,80,45,2,51,2,5,15,11,2,63,2,10,33,35,2,85,11,17,75,30,0,17,12,2,7,5,3,4,13,14,20,10,1,14,20,45,47,53,11,53,95,7,3,31,2,45,9,12,2,48,17,6,24,3,1,40,34,14,59,5,2,22,9,2,4,27,4,2,1,4,19,17,7,56,28,36,17
"F","19","Neutral","82",50,60,25,6,4,47,2,66,2,41,7,20,4,63,19,5,3,20,44,46,4,14,8,46,72,7,5,61,18,10,20,5,5,80,58,71,5,20,5,77,33,77,21,5,11,70,3,38,3,52,4,24,6,30,16,3,3,16,39,32,27,3,8,35,36,3,8,50,2,18,6,2,2,67,22,72,3,9,3
"F","30","Sad","48",50,48,0,28,74,87,0,49,0,49,17,100,45,36,44,0,44,100,42,47,96,65,0,45,45,0,62,47,0,0,45,85,72,48,0,33,0,48,0,20,13,22,0,35,48,43,0,0,48,0,47,0,46,0,0,38,66,39,0,0,47,0,57,7,39,0,56,45,42,47,57,48,12,0,0,0,45,0,0
"F","19","Angry","62",55,56,25,23,16,19,11,46,16,46,8,52,22,61,28,15,22,37,64,51,28,61,23,49,47,11,8,37,10,11,29,11,11,30,18,62,7,27,7,10,15,10,11,35,27,12,33,13,29,23,19,53,22,21,9,39,16,41,9,14,42,43,23,26,13,21,5,16,58,15,62,11,35,21,6,22,14,33,25
"M","30","Happy","55",9,31,54,5,6,68,31,25,17,70,42,60,7,15,13,48,16,46,70,5,51,6,28,12,50,6,18,66,7,7,7,16,4,52,28,60,42,53,6,50,60,55,61,7,7,47,33,31,7,67,20,30,15,36,20,6,30,34,45,12,23,15,16,32,45,5,8,60,15,10,23,11,23,49,14,54,7,35,7
"F","44","Sad","20",90,5,5,45,5,95,55,50,35,5,40,5,5,100,5,35,5,10,5,5,85,5,85,5,5,5,5,25,80,95,5,5,5,15,5,5,95,5,5,5,5,5,10,55,20,5,5,5,55,5,20,35,80,95,5,85,5,10,5,5,10,15,50,5,5,5,25,5,5,25,5,10,5,5,5,5,30,20,5
"F","20","Angry","90",81,46,36,2,35,6,2,79,2,64,2,6,11,70,32,3,12,5,60,84,14,3,8,87,85,2,2,69,2,2,9,1,22,74,21,75,3,2,3,48,33,66,53,3,36,14,3,29,3,70,3,15,6,10,57,5,4,34,71,29,4,18,25,54,71,47,3,34,3,45,3,6,10,55,25,55,3,23,26
"F","19","Neutral","61",60,20,12,15,39,65,6,70,27,10,78,70,3,48,12,40,42,74,63,20,66,86,6,10,9,5,3,42,33,12,87,9,87,27,51,35,12,78,6,56,45,15,12,18,21,18,18,27,21,21,9,72,9,6,18,21,48,27,24,6,54,75,18,12,15,9,48,42,15,18,69,12,78,15,21,27,18,51,12
"F","22","Sad","87",33,51,24,100,25,53,16,45,22,9,71,55,21,27,51,38,6,47,100,24,55,13,16,35,36,40,20,48,42,10,3,19,4,17,14,59,45,21,1,0,0,0,18,100,45,16,5,0,61,11,82,37,5,1,5,87,0,48,0,31,47,21,38,1,11,84,33,7,86,9,20,48,15,31,5,0,15,12,0
"M","19","Angry","83",94,78,57,27,38,61,15,68,6,53,18,21,7,59,23,19,3,0,44,95,5,0,14,95,76,0,0,35,0,0,35,0,0,72,12,72,0,0,0,26,15,79,60,22,51,4,0,42,44,52,32,0,0,7,65,6,0,0,0,0,0,78,53,0,24,93,0,2,69,96,19,0,0,0,4,0,6,6,32
"F","20","Happy","20",0,6,7,15,20,39,18,8,20,1,29,39,2,38,0,14,0,40,0,0,69,0,0,2,1,6,19,0,50,17,63,17,4,9,0,9,76,0,0,37,15,20,3,8,3,12,0,31,3,10,18,2,42,1,6,6,0,7,24,0,39,0,0,33,12,0,0,15,6,9,3,0,0,30,36,30,39,0,0
"F","19","Neutral","63",99,47,24,24,33,34,45,68,3,78,6,14,1,68,14,27,75,5,23,82,0,29,4,69,74,0,0,44,19,24,49,0,68,42,16,31,3,15,0,32,69,29,39,12,66,26,45,53,25,63,20,3,5,57,15,10,75,6,30,35,10,9,10,68,75,3,10,36,25,39,75,3,76,30,17,6,10,27,0
"F","20","Sad","62",69,36,59,51,25,44,4,78,36,83,55,34,63,80,21,46,5,61,37,74,7,66,6,74,58,12,48,68,4,21,36,7,40,48,25,62,7,40,7,9,9,5,7,87,66,23,4,12,47,14,65,77,27,6,9,67,5,49,13,10,52,81,71,13,14,50,60,7,70,43,39,25,8,5,11,13,55,69,52
"F","21","Angry","87",44,58,61,3,40,3,4,67,4,67,5,59,37,60,59,3,8,32,58,12,37,3,5,31,81,3,12,31,5,3,8,3,5,60,5,74,5,37,5,10,10,10,30,37,58,43,11,9,47,51,23,56,5,51,29,62,5,55,6,6,61,46,68,11,16,69,25,15,35,69,6,32,2,19,40,12,53,70,9
"M","22","Happy","90",68,42,68,2,4,0,0,91,4,90,0,1,1,100,52,0,10,0,87,77,0,0,0,93,100,2,4,42,0,13,2,0,28,89,49,89,1,2,0,98,85,72,38,0,0,0,1,78,1,89,0,2,11,100,83,0,1,0,84,77,0,0,9,78,100,0,0,79,0,2,0,0,39,90,69,87,0,0,0
"F","22","Neutral","39",31,31,26,0,0,47,0,34,0,48,13,71,0,41,20,0,0,75,5,12,83,27,0,10,14,5,26,0,9,9,5,0,33,28,0,14,49,31,0,78,22,32,60,0,0,66,0,52,0,64,0,17,0,40,30,0,0,10,66,69,0,1,0,92,53,0,0,67,0,0,0,0,0,78,37,31,10,31,0
"F","19","Sad","73",79,50,33,9,9,50,9,50,9,50,9,73,30,60,65,9,9,31,52,49,10,9,7,49,65,3,5,64,5,7,7,5,19,81,19,81,13,62,5,73,13,14,7,73,32,60,8,24,59,24,59,38,59,23,59,58,10,49,10,11,27,31,60,12,19,12,42,12,11,12,1,12,1,12,7,12,26,48,8
"M","22","Angry","91",81,25,15,26,5,67,0,51,2,72,28,81,0,100,49,13,2,48,36,48,52,11,4,70,62,1,0,65,88,0,20,0,90,57,25,94,14,19,0,50,57,60,17,5,41,40,6,30,4,52,2,59,1,91,17,7,1,23,2,39,37,0,1,59,53,64,1,16,40,10,3,14,66,25,1,25,11,28,3
"F","20","Happy","30",71,15,26,15,16,40,17,15,18,15,50,70,7,20,9,60,36,39,11,13,83,70,73,17,21,12,17,18,53,24,67,44,68,14,7,15,55,0,9,13,68,11,20,11,23,31,20,45,25,23,53,20,7,29,14,32,69,24,13,49,68,41,31,58,22,12,13,10,35,22,56,17,66,25,15,16,68,31,5
"F","35","Neutral","65",90,66,53,0,0,54,0,85,0,85,0,0,0,0,74,0,0,0,60,95,0,0,0,82,86,0,0,81,0,0,0,0,0,80,31,80,0,0,0,63,54,44,0,0,0,76,0,53,0,53,0,0,0,71,31,0,0,0,34,33,0,0,0,30,37,0,0,0,0,0,0,0,0,58,0,58,0,0,0
"F","20","Sad","70",96,28,24,0,0,5,0,82,0,50,0,0,0,48,67,0,71,0,46,78,0,4,0,91,75,0,0,77,0,0,56,0,26,62,0,56,0,7,0,19,74,7,0,6,2,0,0,56,0,48,0,0,43,64,6,5,40,0,3,73,0,0,4,52,51,0,0,28,0,0,53,0,42,49,0,44,0,1,0
"M","27","Angry","84",88,22,76,22,89,50,15,63,8,67,57,28,31,74,8,10,13,24,78,41,37,50,83,73,29,9,59,29,70,72,80,48,44,84,69,76,8,32,19,72,82,73,29,30,13,48,57,62,17,27,36,15,58,72,69,9,85,15,72,77,20,11,79,61,77,17,20,47,28,8,85,9,66,43,27,24,12,12,13
"F","43","Happy","47",46,35,35,55,66,74,19,35,64,25,73,70,20,57,53,55,18,58,49,30,66,79,71,22,23,37,19,23,82,72,52,48,29,35,46,31,79,72,33,49,53,39,35,51,0,54,23,43,47,25,68,61,23,28,40,51,25,60,39,30,64,73,65,16,25,42,37,36,62,32,44,52,25,35,52,37,72,49,37
"F","19","Neutral","80",50,70,61,6,11,85,11,50,9,65,34,77,0,83,6,2,0,50,81,37,51,71,3,25,43,1,0,58,24,0,0,0,8,88,1,84,1,0,2,83,60,58,35,2,0,0,10,53,5,53,0,30,0,0,0,0,0,28,48,59,19,42,0,45,39,0,0,30,13,0,0,0,23,69,0,57,0,0,0
"F","23","Sad","96",91,95,57,10,0,30,0,85,4,85,27,5,0,61,63,0,3,14,81,62,15,18,0,57,59,0,0,42,0,0,17,3,0,88,32,87,0,0,0,78,90,50,0,23,0,5,0,64,0,64,16,0,6,8,1,2,11,0,5,66,31,5,14,65,43,3,0,21,0,1,6,18,27,77,0,77,0,18,0
"F","19","Angry","73",77,73,52,8,7,8,7,82,7,73,7,7,6,52,52,6,52,10,80,75,21,9,4,87,55,5,4,76,4,5,50,3,3,69,50,77,3,6,3,82,75,75,55,5,3,5,3,72,3,72,8,3,9,78,43,4,5,28,85,77,15,1,3,86,86,11,7,85,2,20,2,5,5,86,42,85,4,16,4
"F","19","Happy","77",77,35,29,18,15,11,16,62,17,42,47,57,16,49,58,3,24,16,49,66,33,24,15,62,52,12,15,74,17,23,18,12,27,66,30,68,22,69,9,88,76,78,30,14,15,15,17,77,11,66,17,16,28,40,64,11,16,13,64,69,11,16,20,38,51,15,17,60,17,12,14,14,17,71,32,71,12,71,14
"F","22","Neutral","56",78,13,30,8,3,13,16,67,8,33,5,8,5,16,18,5,5,6,48,58,6,14,13,72,43,5,5,42,15,12,28,8,46,48,8,52,4,9,5,54,73,6,11,7,5,6,25,41,8,16,13,7,5,8,8,6,5,8,32,37,4,6,5,32,30,7,5,25,5,5,23,6,15,50,5,49,6,8,6
"F","19","Sad","59",45,28,29,78,4,6,3,51,34,51,26,3,20,38,12,47,6,8,12,52,7,11,5,57,32,9,8,41,10,7,36,7,19,14,11,14,6,5,6,15,26,9,20,30,34,5,15,5,42,24,22,6,17,23,13,28,15,3,10,25,10,19,41,15,33,29,25,19,17,34,20,6,20,15,20,14,34,25,14
"M","21","Angry","52",63,40,44,22,17,22,31,69,18,63,31,24,17,52,35,26,60,24,40,55,24,17,18,64,53,6,5,37,14,13,63,14,48,45,11,46,6,18,3,51,50,52,37,11,23,21,31,44,26,47,25,16,38,50,43,20,22,14,44,44,12,16,16,40,49,19,6,33,10,22,44,12,28,40,50,37,13,15,8
"M","21","Happy","76",95,15,62,24,26,46,18,30,12,52,20,79,7,47,45,23,12,71,97,89,86,97,13,46,57,3,9,23,32,12,26,79,70,80,63,88,3,81,4,89,92,70,30,4,24,6,19,81,14,61,7,70,13,34,80,21,11,26,72,90,29,35,11,69,64,3,5,46,12,3,18,19,92,73,85,93,6,24,11
"F","19","Neutral","55",29,46,12,10,31,0,6,31,19,36,29,60,14,9,51,6,3,41,41,37,11,64,25,23,14,30,45,14,18,30,13,51,3,50,38,50,11,59,3,41,57,33,27,18,5,45,7,54,10,26,26,14,45,39,45,15,12,26,34,53,11,24,29,52,37,0,8,46,8,10,22,13,17,52,30,51,7,15,0
"F","21","Sad","51",40,35,24,30,18,75,9,45,35,45,34,33,13,45,49,51,9,37,49,41,42,80,25,24,48,15,10,35,14,69,13,38,62,39,32,38,59,37,18,17,28,23,9,67,76,47,25,27,49,29,47,73,47,34,16,65,32,47,22,19,39,61,71,16,18,29,60,22,52,62,80,35,59,31,23,29,60,43,18
"F","20","Angry","60",25,40,0,15,0,5,0,25,0,0,30,65,10,25,40,5,0,45,40,40,65,55,45,10,0,0,15,35,10,0,0,0,15,40,0,40,0,10,0,0,25,0,0,80,50,40,0,0,10,0,65,95,20,0,0,30,0,85,0,0,75,30,95,0,0,50,0,0,0,55,0,20,0,0,0,0,45,45,0
"F","20","Happy","44",34,26,13,31,19,63,28,20,23,34,21,70,22,32,15,38,41,29,28,30,79,45,15,17,20,12,19,14,63,12,57,25,89,33,12,17,54,44,10,40,71,38,13,10,11,43,9,48,10,17,12,54,10,15,41,29,20,39,40,58,56,16,20,56,12,6,17,18,31,16,27,52,61,38,36,58,26,35,7
"F","19","Neutral","83",85,82,85,15,39,15,27,65,27,92,32,18,57,83,63,4,6,26,72,81,63,56,14,57,70,6,19,54,55,35,69,4,63,73,9,73,9,56,34,84,94,83,81,5,38,4,29,76,13,93,13,14,15,93,64,6,76,34,63,94,37,45,9,91,91,12,9,52,16,12,76,12,82,84,61,83,10,33,10
"F","19","Sad","70",90,0,85,55,40,70,10,13,15,10,30,45,25,0,95,15,40,78,90,30,76,50,80,95,10,5,10,85,35,10,18,5,20,40,0,100,35,5,10,55,30,10,45,10,50,85,10,20,41,10,80,40,20,60,90,45,20,15,0,15,95,50,70,65,15,50,35,18,15,40,10,90,5,70,5,45,70,65,65
"F","19","Angry","37",54,31,44,42,68,27,0,53,12,24,5,29,3,44,50,5,44,6,70,50,4,6,11,59,58,38,2,48,3,52,6,1,17,56,11,20,3,33,4,5,7,52,6,35,68,59,3,15,41,5,81,40,83,14,79,2,9,28,8,9,5,55,7,27,3,47,6,13,9,47,5,8,2,41,13,15,1,48,48
"F","19","Happy","60",20,65,5,19,0,11,2,30,8,11,23,82,4,42,40,9,1,87,71,5,82,21,3,10,31,0,5,58,2,0,0,11,0,74,0,74,2,15,0,80,63,83,31,1,0,18,0,79,2,35,11,65,3,71,49,2,0,37,62,52,58,2,0,63,33,0,5,55,0,0,0,6,0,73,22,76,2,7,0
"M","26","Neutral","53",56,53,24,3,0,22,12,43,2,53,0,49,0,60,30,4,17,4,16,60,1,5,1,39,54,0,0,28,0,0,0,0,21,49,0,49,0,3,0,49,68,48,35,0,0,56,0,47,3,50,0,5,0,41,48,0,11,0,54,47,2,4,0,41,44,0,0,26,0,0,4,0,3,48,0,46,0,3,0
"F","21","Sad","50",73,21,68,0,34,39,6,49,8,18,7,14,6,9,31,6,38,8,49,66,9,7,10,73,22,4,3,24,14,4,6,5,23,38,17,59,11,16,0,10,45,15,22,55,23,42,28,5,57,4,73,49,16,14,4,51,0,46,3,12,43,13,35,0,12,5,73,5,45,44,51,54,2,2,4,3,12,67,3
"M","59","Neutral","86",65,80,60,48,35,75,50,90,25,75,40,55,55,85,40,35,40,55,55,75,40,55,50,75,65,40,35,70,20,20,25,15,20,75,15,60,15,15,15,75,75,70,65,20,20,75,15,70,10,75,10,40,45,65,40,20,35,15,65,70,10,5,10,70,85,5,5,65,15,15,45,10,15,75,10,70,5,10,5
"F","53","Neutral","83",59,57,30,0,0,58,0,100,0,55,0,0,0,0,39,0,0,0,45,87,0,0,0,59,53,0,0,54,0,0,0,0,5,72,0,61,0,0,0,83,84,55,31,0,0,47,0,51,0,33,0,0,0,0,28,0,0,0,64,67,0,0,0,67,74,0,0,71,0,0,0,0,18,77,0,76,0,0,0
"F","55","Neutral","89",66,77,75,75,68,36,53,93,42,73,68,56,34,0,73,25,57,8,91,67,87,17,46,79,56,5,56,69,26,100,20,31,72,69,78,75,21,52,39,89,77,93,71,34,39,62,44,81,18,70,23,38,36,79,35,65,25,39,77,74,32,33,27,40,57,23,32,93,0,44,18,33,31,63,81,79,9,30,13
"M","21","Neutral","52",76,6,7,35,2,27,25,70,0,27,65,7,2,43,8,10,53,0,4,14,1,4,82,29,26,0,3,5,37,7,53,0,46,0,7,0,5,0,0,19,51,5,10,10,4,62,3,47,0,27,2,0,1,32,34,2,2,0,4,48,0,0,0,41,18,0,0,3,0,1,15,0,41,41,7,40,0,0,0
"F","20","Neutral","22",6,0,0,36,96,41,0,0,0,0,11,94,35,25,49,3,0,66,5,0,37,34,85,0,38,1,4,0,0,6,15,4,7,21,0,1,18,69,0,16,82,0,0,46,74,5,0,64,10,48,29,50,0,48,90,36,0,50,43,10,35,64,0,10,25,0,0,71,0,0,0,0,9,11,20,14,0,28,0
"F","21","Neutral","62",15,30,10,54,70,65,30,9,70,9,80,69,10,10,75,52,15,57,20,18,79,80,75,12,10,67,85,9,10,62,22,74,20,30,35,51,88,85,50,31,44,52,16,65,60,87,36,12,66,10,71,66,10,10,52,72,21,24,52,63,63,58,87,68,19,67,57,16,47,23,14,55,54,49,62,43,62,61,65
"M","21","Neutral","69",91,53,100,0,15,24,0,50,0,87,0,18,0,94,57,0,0,30,100,84,16,7,0,85,91,0,11,61,0,4,24,0,37,86,90,85,0,26,0,85,85,44,85,0,0,50,0,66,0,90,0,11,0,65,83,0,0,10,87,66,21,9,0,75,89,0,15,72,0,0,58,0,65,84,87,82,0,13,0
"M","35","Neutral","67",15,80,92,31,6,31,26,80,13,93,4,12,17,93,91,0,4,0,91,81,0,0,0,94,91,0,2,0,0,31,0,0,0,51,72,87,0,22,0,89,84,89,95,0,28,0,64,0,0,94,0,0,28,95,94,0,12,0,74,0,0,0,0,72,94,0,0,41,0,0,0,0,10,90,0,91,0,9,0
"F","25","Neutral","84",89,32,72,7,0,0,8,86,0,76,100,19,0,76,18,8,0,8,76,88,25,8,77,78,66,0,26,100,14,21,26,31,77,88,20,70,44,22,20,82,81,64,74,11,21,0,0,77,0,77,25,25,17,51,85,0,26,0,90,86,9,86,0,70,67,0,0,100,0,22,7,0,24,84,48,84,10,22,0
"F","22","Neutral","52",65,30,1,22,6,8,0,51,0,47,3,3,0,23,0,0,0,9,34,60,0,0,0,63,42,0,0,43,0,43,0,0,0,51,0,39,0,4,0,50,64,23,20,5,0,0,0,63,0,51,5,0,0,0,60,0,0,0,21,62,0,0,0,66,62,0,0,57,0,0,0,0,0,0,0,0,0,0,0
"F","24","Happy","100",0,28,57,0,0,15,0,50,0,50,0,50,0,69,58,0,0,17,77,17,0,0,0,20,74,0,0,68,0,0,0,0,24,100,43,100,0,0,0,95,84,24,47,0,0,0,0,22,0,51,0,0,30,25,48,0,0,7,83,12,0,0,0,60,47,0,0,0,0,0,0,0,64,0,0,0,0,0,0
